20558,img2/insta20558,Out here minin’ for diamonds 🎤💎⛏ #season3
20559,img2/insta20559,watch me perform 🎶Small Talk🎶 on @theellenshow today for clear skin ✨
20560,img2/insta20560,Make a 🌈 connection with @katyperrycollections this #ShoesdayTuesday
20561,img2/insta20561,Love looks so good on you Elena Jopling ♥️
20562,img2/insta20562,🌼 Click the link in bio to have a good weekend 🌼 🐶
20563,img2/insta20563,LDW but make it match 💁🏼‍♀️🐶 #smalltalkvideo link in bio
20564,img2/insta20564,I’m having the PRIME of my life @lilnasx @jeffbezos #Nugget @amazon
20565,img2/insta20565,Is that #smalltalk I hear? Link in bio 🌼
20566,img2/insta20566,100 million digital singles and still insecure 🤷🏼‍♀️
20567,img2/insta20567,and now there's nothing left but #SmallTalk☝🏼🌼 Pre-save in bio
20568,img2/insta20568,♥️ happiness entrepreneurs ♥️
20569,img2/insta20569,☀️ Heatwave? ☀️ Tie it back with these Scrunchie-inspired slides @katyperrycollections #ShoesdayTuesday
20570,img2/insta20570,Shine bright like a diamond 💎 #ShoesdayTuesday @katyperrycollections
20571,img2/insta20571,may the 18th be with u! am I doing it right? 🙍🏼‍♀️ @starwarsgalaxysedge @disneyland
20572,img2/insta20572,This meal is BEEF-free #MeatFreeMonday 🍔♥️🍟 #YNTCDmusicvideo Link in Stories
20573,img2/insta20573,love u every day dad
20574,img2/insta20574,look at how f-ing hot my fiancé is @orlandobloom lucky me 😍🤤♥️♠️
20575,img2/insta20575,feels good 🧡 @taylorswift
20576,img2/insta20576,"🌈 On #ShoesdayTuesday and every day, take each step with PRIDE 🌈 @katyperrycollections"
20577,img2/insta20577,bus stop to freedom 🧡#neverreallyover
20578,img2/insta20578,Ready to raise your vibrations? 💓 #NeverReallyOver out now! Link in bio.
20579,img2/insta20579,She will be unveiled... #NeverReallyOver watch page live now! Link in bio. 🌸
20580,img2/insta20580,5.31.19 Pre-save in bio. #NeverReallyOver 🧡
20581,img2/insta20581,so shall it be ✨ @scarypoolparty
20582,img2/insta20582,"Sometimes Beatles inspire my music 🎶, sometimes beetles inspire my shoes 👡 @katyperrycollections #shoesdaytuesday"
20583,img2/insta20583,VOTE! #AmericanIdol
20584,img2/insta20584,I see no difference #americanidol
20585,img2/insta20585,Always remember ur roots 💁🏼‍♀️
20586,img2/insta20586,LAST LOOKS: Grand Finale on #AmericanIdol. Vote or regret.
20587,img2/insta20587,link in bio #americanidol
20588,img2/insta20588,This #ShoesdayTuesday I’m still recovering from #ShoesdayWednesdayThursday last week 🙃😴 #doingthemost #ilovemyjob @katyperrycollections
20589,img2/insta20589,Made a meal outta it 🍔
20590,img2/insta20590,"First we set the table, and then we dine 💎✨🍔 @moschino #MetGala2019"
20591,img2/insta20591,always takes the road less traveled...
20592,img2/insta20592,"And so we will tomorrow, no doubt ✨
#jazzfest"
20593,img2/insta20593,"Como te llamas, baby? link in bio bb."
20594,img2/insta20594,Daydreaming of a world where we have 14 #americanidol(s) 💞(cause this SKRESSFUL)
20595,img2/insta20595,"we must protect @wherearetheavocados, beings like her don’t enter our orbit often 💚"
20596,img2/insta20596,"You think your favs are safe, think again. ☝🏻#americanidol"
20597,img2/insta20597,BTS @wicked_musical 🧙🏻‍♀️💚
20598,img2/insta20598,Bug out in this #TuesdayShoesday lewk by @katyperrycollections 🐛🐌🐞🐜🐝
20599,img2/insta20599,✨Indigo child✨
20600,img2/insta20600,🍊range you glad to see me 🥰 📸 @manthony783
20601,img2/insta20601,"If I were a drink, what would you call me? 💁🏼🍹🧡"
20602,img2/insta20602,Nugget approves #elevenmadisonpark #aspen #popup #stillinthesnowinapril 🤷🏼‍♀️🐶
20603,img2/insta20603,Serving up lewks AND feels on #AmericanIdol tonight at 8/7c
20604,img2/insta20604,brb making a life
20605,img2/insta20605,Judging you is loving you @americanidol
20606,img2/insta20606,full bloom
20607,img2/insta20607,hi to whoever made this edit 😘
20608,img2/insta20608,💘 @balmain 💘 📷: @johnshearer
20609,img2/insta20609,Let’s play find the hidden Mickey’s shall we?! 🕵🏼‍♀️🥥😜
20610,img2/insta20610,🔥 Coming in hot for 2019 🔥 @katyperrycollections
20611,img2/insta20611,happiest 2019 from us ❤️
20612,img2/insta20612,end of the rainbow kind of love 🌈
20613,img2/insta20613,Christmas Eve ➡ Christmas Day 🤸🏼‍♀🎄 #CozyLittleChristmas link in bio 📸: @nadialeelee
20614,img2/insta20614,Tryptophan got me like... 🦃🤤😴 #CozyLittleChristmas (link in bio) 📸: @nadialeelee
20615,img2/insta20615,💔we’re gonna get through this baby💔
20616,img2/insta20616,did it for the sticker...amongst other things... #IVOTED🇺🇸 📸 @manthony783
20617,img2/insta20617,teen idol/american idol
20618,img2/insta20618,Back at it with @americanidol looking for...her 🎤💫 Circa early 2000’s
20619,img2/insta20619,📸 @ronyalwin 💘
20620,img2/insta20620,🎀 pink it was love at first sight 🎀
20621,img2/insta20621,Incredibly moving and authentic ❤️Congrats friends @ladygaga #bradleycooper
20622,img2/insta20622,👁 Nothing evil about this! 👁 Head to @katyperrycollections for The Geli 💙
20623,img2/insta20623,💗 KAABOO 💗 📸 @shearerphoto
20624,img2/insta20624,💚 KAABOO 💚 📸 @shearerphoto
20625,img2/insta20625,🖤 KAABOO 🖤 📸 @shearerphoto
20626,img2/insta20626,♥️ KAABOO ♥️ 📸 @shearerphoto
20627,img2/insta20627,Omw @kaaboodelmar 💚 Meet me at Sunset Cliffs 7:30pm 📸 @manthony783
20628,img2/insta20628,⚪️⚫️PEEK-KAABOO⚫️⚪️ See you soon San Diego... link in bio 🖤📸 @manthony783
20629,img2/insta20629,What’s the difference between a piano and a fish? You can’t tuna-fish 🤷🏼‍♂️
20630,img2/insta20630,name a more iconic duo... I’ll wait
20631,img2/insta20631,Couple O’ rugrats 🐶Nugget N’ Mighty🐶
20632,img2/insta20632,✨👁God is in the details👁✨ 📸 @timsek
20633,img2/insta20633,Just a couple of lemon drops 🍋💦 RG: @brookesstylediary @katyperrycollections
20634,img2/insta20634,“One shoe can change your life”-Cinderella @katyperrycollections #TheLizette 📸 @timsek
20635,img2/insta20635,... and hilarious too! Never grow up @CelineDion 💘
20636,img2/insta20636,tour tour tour 📸 @timsek
20637,img2/insta20637,The Power Of The Internet #helpGracemeetKatyPerry ❤👁
20638,img2/insta20638,thought i looked cute but I might delete
20639,img2/insta20639,"✨Who is she?✨Find out in @vogueaustralia, on newsstands now❗"
20640,img2/insta20640,❗️YOU DIDN’T ASK FOR THIS BUT YOU’RE WELCOME❗️🦈 #SHARKWEEK SHOES🦈 @KATYPERRYCOLLECTIONS
20641,img2/insta20641,WITNESS IS 1⃣❗️🎂🎈
20642,img2/insta20642,"when you’re a peacekeeper but still wanna look fire 🕊🔥 #TBT
📸 @komugiyamazaki"
20643,img2/insta20643,call me the purple teletubby ok 💜
20644,img2/insta20644,About last night ♏️ 💜#americanidolfinale
20645,img2/insta20645,Add me to the group of most. #gunreformnow
20646,img2/insta20646,Swipe right for fashion inspo 😝❤🕊
20647,img2/insta20647,Issa word 🤗👑♥️
20648,img2/insta20648,"✨3 Wise WOWmen ✨ 
#TBT 📸 @ronyalwin"
20649,img2/insta20649,"#7 
@versace
#metgala ✨👼🏼🕊"
20650,img2/insta20650,And I wonder what number 7 is...✨👼🏻 #MetGala #MetHeavenlyBodies
20651,img2/insta20651,"dress for the job you want, not for the job you have... ✨"
20652,img2/insta20652,my brokenness + God’s Divinity = my wholeness 🕊
20653,img2/insta20653,✨✨✨READY TO LAUNCH 🚀✨✨✨➡ [see next post]
20654,img2/insta20654,ON DA ROAD AGAIN... ⛵️🚲🛵🚗🚕🚌🚃✈️🚁🚀🎫🎤💁🏼‍♀️✨🐶#WITNESSTHETOUR Sacramento! 📸 @timsek
20655,img2/insta20655,$—CrYpTo ClAwS—$
20656,img2/insta20656,"IN
👠
👠
👠
👠
👠
@katyperrycollections"
20657,img2/insta20657,"JUST
👠
👠
👠
👠
👠
@katyperrycollections"
20658,img2/insta20658,"STYLES
👠
👠
👠
👠
👠
@katyperrycollections"
20659,img2/insta20659,"NEW
👠
👠
👠
👠
👠
@katyperrycollections"
20660,img2/insta20660,"ON
👠
👠
👠
👠
👠
@katyperrycollections"
20661,img2/insta20661,"IT
👠
👠
👠
👠
👠
@katyperrycollections"
20662,img2/insta20662,"SPRING
👠
👠
👠
👠
👠
@katyperrycollections"
20663,img2/insta20663,"On Wednesdays, we wear...pink (or lavender, or red)! #KatyKatGloss 💋"
20664,img2/insta20664,Putting the con in confidence since 1984 💅🏻
20665,img2/insta20665,tbt to when I put the ho in holidays
20666,img2/insta20666,Morty’s #1 stan
20667,img2/insta20667,nbd just asking Warren Buffett his thoughts on cryptocurrency
20668,img2/insta20668,"Can't skip the steps, gotta pay your dues... Warped Tour 2008 #fbf"
20669,img2/insta20669,I see your custom license plate and raise you this ☝🏼📸 by @ronyalwin
20670,img2/insta20670,Kween Kong Strong 💪🏻 📸@ronyalwin
20671,img2/insta20671,🍓📸 by @nadialeelee
20672,img2/insta20672,🍓🎶 you're like a hard candy with a surprise center 🍓🎶@katyperrycollections
20673,img2/insta20673,✨Golden Girl ✨by @zaldynyc #witnessthetour 👁
20674,img2/insta20674,...just getting started 👁#witnessthetour
20675,img2/insta20675,💘CYRUS SANDWICH💘@noahcyrus @mileycyrus
20676,img2/insta20676,✨Firework Finale by @zaldynyc ✨📸by @ronyalwin #witnessthetour
20677,img2/insta20677,🏍❗️📸 by @ronyalwin #witnessthetour
20678,img2/insta20678,🚨SuPeR sTrIpEd🚨by @adamselman x @sweetbabyjamie 📸 by @kevinmazur #witnessthetour
20679,img2/insta20679,💋album art jacket by @jwujek💋📸 by @ronyalwin #witnessthetour
20680,img2/insta20680,🎲this is how you roll the dice 🎲#witnessthetour 📸@kevinmazur
20681,img2/insta20681,♦️ruby sparkler♦️ by @adamselman x @sweetbabyjamie 👠 by @sergiorossi 📸 @kevinmazur #witnessthetour
20682,img2/insta20682,👁-OPENING❗️#witnessthetour 📸 @kevinmazur
20683,img2/insta20683,it's almost time tiny dancer #witnessthetour
20684,img2/insta20684,🎀CUTE AS A BUTTON🎀@katyperrycollections
20685,img2/insta20685,13 year old me. Wannabe popstar. ❤️
20686,img2/insta20686,✨L👀KS from the @vmas 2017✨ 👗@marielwashere @robzangardi 💅🏻 @kimmiekyees 💇🏼 @chrisappleton1 💄@hungvanngo @stephanerolland_paris
20687,img2/insta20687,✨YOUR HOSTESS WITH THE MOSTEST✨@VMAS 📸@shearerphoto
20688,img2/insta20688,sleeping through the eclipse tomorrow just to be different ok (@lindley.ricky)
20689,img2/insta20689,SOME 👍🏼 NEWS AND SOME 👎🏼 NEWS but I promise we're gonna be 👌🏼
20690,img2/insta20690,"🚨@WMAG SEPTEMBER ISSUE🚨
📸: @stevenkleinstudio
👗: @edward_enninful
💄: #yadim
💇🏼: @shayashual"
20691,img2/insta20691,Some of my fav boots from the fall  @katyperrycollections 👢💛
20692,img2/insta20692,👩🏼‍🚀✨YOUR 2017 @MTV @VMA HOST AUG 27TH ✨✌🏼📸 by @david_lachapelle
20693,img2/insta20693,▪▫Different! Together. INDI. Coming soon @KPFragrances #WhatMakesYouINDI ▫▪
20694,img2/insta20694,"Be the ball they said, become one they said 🤦🏼‍♀️ #swishswish"
20695,img2/insta20695,"Wild thing.🌵
You make my heart sing. 🎶
@katyperrycollections"
20696,img2/insta20696,nothing is sacred 🙍🏼
20697,img2/insta20697,Breathe in this fresh air 🎶Link in BIO @cynthialovely
20698,img2/insta20698,"CAMP WE ALL JUST GET ALONG? 
@katyperrycollections"
20699,img2/insta20699,⚡️🌝charging up before I light up 🌝⚡️
20700,img2/insta20700,jet lag's got me like 🙃
20701,img2/insta20701,🎶🔹🇦🇺I'm blue da ba dee da ba daa🇦🇺🔹🎶
20702,img2/insta20702,🇺🇸walk that patriotic talk🇺🇸 @katyperrycollections
20703,img2/insta20703,🤤 FEELS VIDEO COMING IN 3 HOURS 🤤@calvinharris @pharrell @bigsean
20704,img2/insta20704,"✨bright eyed✨

costume by @jwujek & @zanabayne shoes by @katyperrycollections"
20705,img2/insta20705,Went balls deep for @Glastofest yesterday 😜
20706,img2/insta20706,🤡honk if you've got jokes (they literally honk) 🤡 @katyperrycollections
20707,img2/insta20707,Listen to #WITNESS 👁 on @AppleMusic! -TeamKP
20708,img2/insta20708,That's a wrap! #KPWWW HQ will be open again tomorrow at 12pm! -TeamKP
20709,img2/insta20709,‪We #WITNESS👁 you @Spotify...Keep streaming you streamers! (link in bio) -TeamKP‬
20710,img2/insta20710,Amen @nayyirah.waheed
20711,img2/insta20711,👁#KPWWW katy.to/www @youtube
20712,img2/insta20712,Next on #KPWWW : A chat with @neiltyson for @StarTalkRadio @YouTube -TeamKP
20713,img2/insta20713,👁Today on #KPWWW 👁 katy.to/www -Team Katy
20714,img2/insta20714,‪#WITNESS IS OUT NOW EVERYWHERE❗️-Team Katy‬ (link in bio)
20715,img2/insta20715,WILL YOU BE MY #WITNESS? 👁
20716,img2/insta20716,2 days til you can 👁 WITNESS 👁 the album❗️Pre-order #WITNESS Link in bio.
20717,img2/insta20717,Receipts will be emailed 💅🏼 #swishswish #merch Link in bio.
20718,img2/insta20718,"❤️my @Spotify 🎶 #notanad
#theyjustknowwhattheyaredoing"
20719,img2/insta20719,"letting go, letting God"
20720,img2/insta20720,when ur slowly getting cooked by the media 😐📸 @ronyalwin
20721,img2/insta20721,late night snack 🥕🥒🍅 #bonappetit 📸@ronyalwin
20722,img2/insta20722,CANADA! Your AMEX 💳 pre-sale starts at 10:00a local time today! 🇨🇦 www.katyperry.com
20723,img2/insta20723,"I'm yin & yang 🔥❤️
📸@ronyalwin"
20724,img2/insta20724,Does yoga once #SNL #BonAppetit
20725,img2/insta20725,word of the day: FUCK FEAR
20726,img2/insta20726,meep @thankyoux
20727,img2/insta20727,SWISH SWISH ft. @NICKIMINAJ link in bio
20728,img2/insta20728,Pre-order 👁WITNESS👁 get 🏀SWISH SWISH ft. @NICKIMINAJ 🏀 link in bio ☄️ #WITNESS #SWISHSWISH
20729,img2/insta20729,❗️SURPRISE ❗️1 HOUR TILL #SWISHSWISH @nickiminaj ☄️
20730,img2/insta20730,"CAPTION CONTEST (go for it trolls)

#isseymiyake
#wangotango 
#Repost @sweetbabyjamie
・・・
#trash -y 💁🏼#taptap"
20731,img2/insta20731,goofy goddesses ✨🤷🏼‍♀️
20732,img2/insta20732,holy curiosity ✨🙏🏻
20733,img2/insta20733,@CNN don't judge a book by it's cover ♏️
20734,img2/insta20734,IS ONE OF THEM WILL U DATE ME ⁉️
20735,img2/insta20735,👁 some met ball performance shots 👁
20736,img2/insta20736,"May 2, 2017. 
All the news that's fit to print ☝🏼❤️@nytimes"
20737,img2/insta20737,For your freaking weekend: BON APPÉTIT FT. MIGOS 🥐🍑🍓🍒🍌
20738,img2/insta20738,"No, seriously. This song is about cherry pie 🍒click here: @buzzfeedtasty #Tasty #WorldsBestCherryPie #BonAppetit"
20739,img2/insta20739,🍒 I'M OPEN 24 🍒
20740,img2/insta20740,Fresh out the oven! Listen everywhere: link in profile. 🍒
20741,img2/insta20741,Compliments of the chef: 4.28.17 👩🏼‍🍳
20742,img2/insta20742,Bake me a pie and you may get a surprise 😉🍒
20743,img2/insta20743,Katy Kardashian
20744,img2/insta20744,drinks unicorn drink once 🦄
20745,img2/insta20745,"happy #420, #nationallookalikeday and now #nevergettinglaidday @guyfieri"
20746,img2/insta20746,current mood
20747,img2/insta20747,"🥕🐇🥕 #Repost @katyperrycollections
・・・
The perfect pair for party hopping! #HappyEaster"
20748,img2/insta20748,been doing this since before you were a bloop in the womb
20749,img2/insta20749,Thank Goddess ✨💫🌙 📸@janellshirtcliff
20750,img2/insta20750,always the bride never the bridesmaid 😔@voguemagazine @commedesgarcons
20751,img2/insta20751,When u don't trust the airline pillows 😞@voguemagazine @commedesgarcons
20752,img2/insta20752,when you tell the girls to dress casual @voguemagazine @commedesgarcons
20753,img2/insta20753,When the @uber wait goes from 3 to 8 mins... @voguemagazine @commedesgarcons
20754,img2/insta20754,Ins👁de @voguemagazine May 2017 @commedesgarcons
20755,img2/insta20755,current mood
20756,img2/insta20756,✨fifth element flow✨
20757,img2/insta20757,✨i see both sides like @chanelofficial ✨
20758,img2/insta20758,was feeling insecure about my last two posts so
20759,img2/insta20759,🎶☔️can't wait to see you and hopefully catch a cold lol @glastofest ☔️🎶
20760,img2/insta20760,Ready for her close-up: The Nugget (x2)❗#nationalpuppyday 🐶👡😍Find them @katyperrycollections
20761,img2/insta20761,✨sparkly af✨in @rasarioatelier for the @hrclosangeles 2017 gala. (@anakhouri jewels)
20762,img2/insta20762,"👁 C U
#TheLauren 
@katyperrycollections www.katyperrycollections.com"
20763,img2/insta20763,👼🏼always let the angels lead the way👼🏼
20764,img2/insta20764,❤S/O WOMEN! ❤#internationalwomensday
20765,img2/insta20765,✨Golden gurl @iheartradio awards✨ @augustgettyatelier
20766,img2/insta20766,#FBF behind the scenes of #chainedtotherhythm video 📸 by @ronyalwin
20767,img2/insta20767,About last night...✨🍫 @jpgaultierofficial @lorraineschwartz @vanityfair
20768,img2/insta20768,Last night was wild! Even I woke up with an #Oscar! (harharharhar)
20769,img2/insta20769,"GET OUT and see ""Get Out"" ASAP! Love my girl @aw in it ❤🎥🙌🏻"
20770,img2/insta20770,"Toot toot, beep beep... #TheThelma  @katyperrycollections"
20771,img2/insta20771,🥀I never promised you a rose garden🥀 @adamselman
20772,img2/insta20772,✨#Versace...on the floor #thebrits2017 #chainedtotherhythm✨
20773,img2/insta20773,"🇬🇧GETTING READY🇬🇧 #BRITS

#Repost @sweetbabyjamie
・・・
Power WOMAN #KatyPerry @off____white🖤"
20774,img2/insta20774,"#CHAINEDTOTHERHYTHM behind the scenes 📸 @ronyalwin 
video link in bio"
20775,img2/insta20775,Designed these before writing #chainedtotherhythm Guess the message was always simmering...✨#katyperryshoes #ThePerry www.katyperrycollections.com
20776,img2/insta20776,"✨Bringing that Tom Ford light at #TheGrammys #chainedtotherhythm 2.12.17✨
Tap for credits B"
20777,img2/insta20777,OMG NEW MERCH FOR #CHAINEDTOTHERHYTHM www.katyperry.com
20778,img2/insta20778,⛓🎶#CHAINEDTOTHERHYTHM Ft. @skipmarley available everywhere! Link in bio!🎶⛓
20779,img2/insta20779,Los Angeles is #chainedtotherhythm
20780,img2/insta20780,LINK IN BIO
20781,img2/insta20781,New life who dis
20782,img2/insta20782,Today a feminist got her wings. Thank you @gloriasteinem ❤👼🏼
20783,img2/insta20783,happy 96th gma #fourmoreyears! 🎈
20784,img2/insta20784,"Kyoto, Japan 
1. 5. 17."
20785,img2/insta20785,When my whole fam tryna have a peaceful holiday 💁🏻hehehe
20786,img2/insta20786,When your holiday shopping is woke af ❗️ @blklivesmatter www.merchforthemovement.org
20787,img2/insta20787,Back to work because: ALL OF THE ABOVE 📢✌🏼️💪🏼👊🏼
20788,img2/insta20788,Done with my 🎄Christmas🎄shopping ✔️
20789,img2/insta20789,tap it if you're nasty
20790,img2/insta20790,Felt like a fairy godmother last night in @marchesafashion for @childrensla ❤️
20791,img2/insta20791,Gay 4 DOLLY! ❤️💛💚💙💜
20792,img2/insta20792,"TOMORROW, I USE MY BODY AS CLICK BAIT TO HELP CHANGE THE WORLD 👊🏼"
20793,img2/insta20793,❤️when you find your prince❤️
20794,img2/insta20794,G.A.G.T.C.D.B. #fbf
20795,img2/insta20795,👼🏻 luminary fairy 👼🏻
20796,img2/insta20796,bout to get savage af
20797,img2/insta20797,"For your freakin weekend: #RISE REMIXES BY @purityring, @MonsieurAdi & @tala_official. Link in bio!🤘🏻😎🤘🏻"
20798,img2/insta20798,"#TBT my 1st 🔥burn🔥 2015. Round ✌🏼️ ready, right @mkives ⁉️"
20799,img2/insta20799,Collector of miniatures 😍
20800,img2/insta20800,"Hanging with my Habibi's, follow my bb's @rubyrankin @thealekovski @cydney_moore"
20801,img2/insta20801,guess where I am
20802,img2/insta20802,TOGETHER WE #RISE (on @Applemusic now)
20803,img2/insta20803,"""Everything has beauty, but not everyone sees it."" ~Confucius"
20804,img2/insta20804,fur ballz 🐶
20805,img2/insta20805,When she tryna buy in bulk 😳
20806,img2/insta20806,A home run #fathersday ❤️⚾️
20807,img2/insta20807,What a legend! #cindysherman #ImitationofLife @thebroadmuseum
20808,img2/insta20808,MASSAGED KALE 😑
20809,img2/insta20809,❤️I leaf you❤️
20810,img2/insta20810,On. A. Mission. #UNICEF
20811,img2/insta20811,we cannes't
20812,img2/insta20812,"No, you're high."
20813,img2/insta20813,"again, no."
20814,img2/insta20814,Day 1. Coachella. Coral Cat. @cleowade @covergirl #katykatmatte 💄
20815,img2/insta20815,"lil bit country, lil bit pop! 
#outdreamingmydreamsonebyone #ILYSMDolly"
20816,img2/insta20816,Nuff said.
20817,img2/insta20817,❤️🐶I predict maj likes 🐶❤️
20818,img2/insta20818,💪🏼WOMAN POWER💪🏼 @cleowade
20819,img2/insta20819,When you have secret alliances #dentalday
20820,img2/insta20820,I'M WITH HER❗️#demdebate 
20821,img2/insta20821,Hasn't had a single fuck to give for 95 years now. 🎂 #hbdgma
20822,img2/insta20822,"Help. I have to ""act professional"" all night. #goldenglobes"
20823,img2/insta20823,She's got the whole world in her hands...
20824,img2/insta20824,"I reminded @Cinderella that all this ends at midnight, she was not thrilled."
20825,img2/insta20825,When ur face is desperate for likes 😐
20826,img2/insta20826,"✔️Wine
✔️Waist trainers
Bring. It. On. 
#TGiving 
#notanad"
20827,img2/insta20827,keeping my rep up 😻
20828,img2/insta20828,Meet me for coffee...
20829,img2/insta20829,"#Visionary 
Repost @jeremy0018"
20830,img2/insta20830,*Drops mic on your Halloween* 🎤⤵️
20831,img2/insta20831,Shoutout last night's sad girls club 🎨 by @manthony783
20832,img2/insta20832,"Celestial body. 
@thebroadmuseum"
20833,img2/insta20833,"Apropos, Koons! 🎂🎈🎉 @thebroadmuseum"
20834,img2/insta20834,"#Repost @hillaryclinton 
My birthday gift to fellow Scorpio, Hillary, says it all. ♏️ -Katy"
20835,img2/insta20835,#Repost @hillaryclinton 👆 #ImWithHer -Katy
20836,img2/insta20836,"#Repost @hillaryclinton 
Supporting a supporter, Noah from Iowa. #volunteer #getinvolved -Katy"
20837,img2/insta20837,CUDDLE CREW @ Fusterlandia art park
20838,img2/insta20838,Heart's full up w/@itsjeremyscott at Fusterlandia art park 🎨
20839,img2/insta20839,🌈The Rainbow Tour 🌈 in CUBA @cleowade @callmemargot @sarahhudsonxx @miamoretti
20840,img2/insta20840,You used to call me on my floating island phone 🙍🏻
20841,img2/insta20841,❤️lil niña ❤️
20842,img2/insta20842,👽going home👽 @ancientaliens_ #gateofthegods
20843,img2/insta20843,Hanging with my beautiful Peruvian sisters ❤️
20844,img2/insta20844,"#netflixandchills #netflixandfever #netflixandsweat #netflixandsnot #netflixandstrangesmells #netflixandcoughtillyoureadonkey #netflixandburningeyeballs #netflixandhotpees #netflixandgreenslime
#netflixandwhateverisonamazonprime"
20845,img2/insta20845,Ahhh the life of a pan flute retiree...
20846,img2/insta20846,LIT in Rio 9.27.15 #rockinrio 📷 @ronyalwin
20847,img2/insta20847,just. one. blow.
20848,img2/insta20848,"💦💧when you get wet, we get wet💧💦 S.P. 9.25.15 📷 @ronyalwin"
20849,img2/insta20849,🇧🇷Mãe está em casa!🇧🇷 Sao Paulo 9.25.15 📷 @ronyalwin
20850,img2/insta20850,"Living that bucket list lyfe 🙏🏼
📷 @ronyalwin"
20851,img2/insta20851,"...it's just like riding a bike
LIMA 9.22.15 📷 @ronyalwin"
20852,img2/insta20852,Get the paints out 🎨 #nyfw
20853,img2/insta20853,Ayyyye pink dolphin what's good?! @permaidpermaid
20854,img2/insta20854,🔥burning woman🔥 📷 by @derekblasberg
20855,img2/insta20855,Perf palettes: Pollock & Kooning @whitneymuseum
20856,img2/insta20856,My fav piece by Charles Ray @whitneymuseum
20857,img2/insta20857,🎀💅🏼pink panther penthouse 💅🏼🎀 📷 @ronyalwin
20858,img2/insta20858,Dipping with strangers @ The Madonna Inn 📷 @ronyalwin
20859,img2/insta20859,feelin v relaxed
20860,img2/insta20860,Should have this puppy up n' running in no time! @shannonmwoodward #hyperloop
20861,img2/insta20861,✨got dat hair flow back✨ 📷 @ronyalwin 💇🏻 @rickhenryla
